Counter_Type,Counter_Height,Dome,Section,Meter,Sample,Formation,Group,Composite_Height,Use,Microanalysis_Type,Facies,WaterDepth,Min,d13C,d18O,d13Corg,CAP13C,d34SCAS,d34Spy,Dd34S,TOC,Pyrite,SO4,Ca44_40,Ca44_42,Ca44_43,d26Mg,d25Mg,Mn_ppm,Sr_ppm,Fe_ppm,Na_ppm,Mg_ppm,Al_ppm,P_ppm,S_ppm,K_ppm,Ca_ppm,Ti_ppm,Li_ppm,Be_ppm,B_ppm,Sc_ppm,V_ppm,Cr_ppm,Ba_ppm,Cd_ppm,Cu_ppm,Ni_ppm,Pb_ppm,Zn_ppm,Y_ppm,Zr_ppm,Mg_MgCa,Sr_Ca_mmol_mol,Mg_Ca_mmol_mol,Mn_Ca_mmol_mol,U_Ca_mmol_mol,Mn_Sr_mmol_mol,Mn_Sr_ppm,Al_Acetic_ppm,Ca_Acetic,Fe_Acetic_ppm,K_Acetic_ppm,Mg_Acetic_ppm,Mn_Acetic_ppm,Na_Acetic_ppm,S_Acetic_ppm,Sr_Acetic_ppm,N,mean_pct_carb,d13C_VPDB,d18O_VPDB_mineral,d18Ow_VSMOW,d18Ow_VSMOW_1SE_lower,d18Ow_VSMOW_1SE_upper,d18Ow_VSMOW_2SE_lower,d18Ow_VSMOW_2SE_upper,d18Ow_VSMOW_lower,d18Ow_VSMOW_upper,D47,SE,SE_2,SD,CL_95_pct,T_MIT,T_MIT_SE_lower,T_MIT_SE_upper,T_MIT_2SE_lower,T_MIT_2SE_upper,T_MIT_95CL_lower,T_MIT_95CL_upper,D48,D48_SE,D48_SD,D48_95_CL,Mineralogy,Type,Form_T,err_Form_T,Calibration,Author,ordering_ratio,Mg,alt_Sample,Counter,Location,Country_Min,Formation,T_Petersen,d47_VPDB,d18Ow_VSMOW_MK77,d18Ow_VSMOW_MK77_upper,d18Ow_VSMOW_MK77_lower,d18Ow_VSMOW_H14,d18Ow_VSMOW_H14_upper,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_V05,d18Ow_VSMOW_V05_upper,d18Ow_VSMOW_V05_lower,d18Ow_VSMOW_KON97,d18Ow_VSMOW_KON97_upper,d18Ow_VSMOW_KON97_lower,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21_upper,d18Ow_VSMOW_A21_lower,Data_Reference,Published
762,,KD,KDS,240.5,KDS_240.5,Khufai,pre,250.5,0,,,,DL,3.23,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
236,,KD,KDS,241.3,KDS_241.3,Khufai,pre,251.3,0,,,,DL,4.15,-2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
972,,GSB,MQT,3896,MQT_3896,Khufai,pre,252,0,,dolostone,,DL,,,-32.6317266,32.63,,,,,,,,,,,,188,,13100,1420,67000,6900,220,6790,2700,137000,,28.6,0.7,24,1.5,41,27.1,,,,,,,,,0.328431373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
763,,KD,KDS,242.1,KDS_242.1,Khufai,pre,252.1,0,,,,DL,3.87,-3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
235,,KD,KDS,242.5,KDS_242.5,Khufai,pre,252.5,0,,,,DL,3.74,-2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
510,,MD,MDE,202.9,MDE_202.9,Khufai,pre,252.5,0,,,,DL,-0.05,-4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
562,,MD,MDE,203,MDE_203,Khufai,pre,252.6,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
764,,KD,KDS,243.5,KDS_243.5,Khufai,pre,253.5,0,,,,DL,4.25,-3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1348,,MD,MDE,203.9,"MDE_203.9									",Khufai,pre,253.5,0,,,1,DL,5.46,-2.6,,,,,,,,,-0.624933584,0.030055696,0.051370016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322987237,1034.350806,231.0632681,0.272161852,0.715394424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
1269,,KD,KDS,244.3,KDS_244.3,Khufai,pre,254.3,0,,,,DL,0.78,-3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
765,,KD,KDS,244.7,KDS_244.7,Khufai,pre,254.7,0,,,,DL,3.36,-3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
766,,KD,KDS,245.5,KDS_245.5,Khufai,pre,255.5,0,,,,DL,4.04,-2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1270,,KD,KDS,246.5,KDS_246.5,Khufai,pre,256.5,0,,,,DL,4.2,-3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
228,,KD,KDW,46.4,"KDW_46.4									",Khufai,pre,256.7,0,,,1,DL,4.1,-3.97,,,,,,,,,-0.467614949,0.106796494,0.022877291,-2.12,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137306056,1016.080709,207.0128539,0.057541326,1.507674603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
454,,SOSB,TM6,2830,TM6_2830,Khufai,pre,256.925,0,,,,CA,3.29,-6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1411,,GSB,MQT,3890,MQT_3890,Khufai,pre,258,0,,dolostone,,DL,0.6,-5.63,-33.00166667,33.6,24.4403327,-1.529431999,25.9697647,0.57075,0.886052031,80,,,,,,301.328,388.635,16900,670,74260,8890,200,9375.71602,2850,205780,125.47221,51.787,0.824,,2.434,40.386,75.728,,,,,,,,,0.265176403,,,,,,0.775349621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
234,,KD,KDS,248.2,KDS_248.2,Khufai,pre,258.2,0,,,,DL,4.17,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
767,,KD,KDS,248.3,KDS_248.3,Khufai,pre,258.3,0,,,,DL,4.12,-2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
768,,KD,KDS,249.6,KDS_249.6,Khufai,pre,259.6,0,,,,DL,4.27,-3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
769,,KD,KDS,250.7,KDS_250.7,Khufai,pre,260.7,0,,,,DL,3.38,-2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
770,,KD,KDS,251.2,KDS_251.2,Khufai,pre,261.2,0,,,,DL,3.3,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
225,21,KD,KDW2,51,KDW2_51.0_A,Khufai,pre,261.3,1,,,,DL,3.01,-2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,94.7,2.93,-2.46096772,0.3,1.1,1.1,2.2,2.2,2.2,2.2,0.538,0.0138,0.0276,0.0229,0.0271,45.9,5.6,5.9,10.9,12.1,10.7,11.9,,,,,Dolomite,,,,,,,,,,Oman,Oman_DL,Khufai,49.5,0.46903228,1.2,2.1,2.1,0.3,2.2,2.2,2.2,1.4,1.9,1.9,3.9,2.1,2,2.2,2.2,2,1.9,this study,No
771,,KD,KDS,251.5,KDS_251.5,Khufai,pre,261.5,0,,,,DL,3.54,-3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
772,,KD,KDS,251.9,KDS_251.9,Khufai,pre,261.9,0,,,,DL,4.02,-2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
70,,GSB,MQT,3886,MQT_3886,Khufai,pre,262,0,,dolostone,,DL,,,-32.5373757,32.54,,,,,,,,,,,,222,,14000,1290,53500,6700,240,6570,2000,151000,100,35.1,0.6,22,1.4,28,35.4,,,,,,,,,0.261613692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
478,,KD,KDS,253.1,KDS_253.1,Khufai,pre,263.1,0,,,,DL,2.88,-3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
159,,MD,MDE,214.8,"MDE_214.8									",Khufai,pre,264.4,0,,,1,DL,4.35,-1.17,,,,,,,,,-0.735747524,-0.125976526,-0.073662238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340234786,994.8070015,114.4621217,0.023481933,0.336420985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
158,,MD,MDE,214.8,MDE_214.8,Khufai,pre,264.4,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
157,,MD,MDE,214.8,MDE_214.8,Khufai,pre,264.4,0,,,,DL,3.88,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1271,,KD,KDS,254.6,KDS_254.6,Khufai,pre,264.6,0,,,,DL,2.89,-2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
773,,KD,KDS,255.6,KDS_255.6,Khufai,pre,265.6,0,,,,DL,3.2,-3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
805,24,KD,KDW2,55.7,KDW2_55.7_A,Khufai,pre,266,0,,,,DL,2.98,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.9,2.91,-3.595876346,0.1,2.4,2.4,4.8,4.8,4.7,4.7,0.5263,0.0296,0.0592,,0.0582,50.9,12.2,13.7,23.1,29.3,22.7,28.7,,,,,Dolomite,,,,,,,,,,Oman,Oman_DL,Khufai,54.7,-0.685876346,1,4.5,4.6,0.1,4.7,4.7,4.7,1.1,4.1,4,3.6,4.6,4.2,2,2,4.4,4.1,this study,No
798,,KD,KDW,55.7,KDW_55.7,Khufai,pre,266,0,TS,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1412,,GSB,MQT,3882,MQT_3882,Khufai,pre,266,0,,dolostone,,DL,,,-31.9422798,31.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1272,,KD,KDS,256.6,KDS_256.6,Khufai,pre,266.6,0,,,,DL,3.42,-2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
233,,KD,KDS,256.9,KDS_256.9,Khufai,pre,266.9,0,,,,DL,2.75,-2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
156,,MD,MDE,217.5,MDE_217.5,Khufai,pre,267.1,0,,,,DL,1.23,-4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
774,,KD,KDS,257.6,KDS_257.6,Khufai,pre,267.6,0,,,,DL,2.8,-2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
775,,KD,KDS,257.7,KDS_257.7,Khufai,pre,267.7,0,,,,DL,2.88,-2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
973,,GSB,MQT,3880,MQT_3880,Khufai,pre,268,0,,dolostone,,DL,1.22,-6.62,-32.66104689,33.88,25.10480374,-1.515687185,26.62049092,0.5086,0.861249688,490,,,,,,297.117,473.443,13490,430,46970,7010,270,9360.85042,2250,214420,138.89656,39.35,0.555,,1.961,25.781,51.133,,,,,,,,,0.179693179,,,,,,0.627566571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1273,,KD,KDS,258.1,KDS_258.1,Khufai,pre,268.1,0,,,,DL,2.74,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
776,,KD,KDS,258.6,KDS_258.6,Khufai,pre,268.6,0,,,,DL,4.09,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
777,,KD,KDS,258.7,KDS_258.7,Khufai,pre,268.7,0,,,,DL,3.04,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
778,,KD,KDS,259.2,KDS_259.2,Khufai,pre,269.2,0,,,,DL,3.01,-2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
806,32,KD,KDW2,59,KDW2_59.0,Khufai,pre,269.3,0,,,,DL,3.48,-3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,97.9,3.47,-3.692877083,1.3,1.3,1.2,2.5,2.4,2.4,2.4,0.5106,0.0152,0.0304,0.0487,0.0298,58,6.8,7.3,13.3,15.1,13,14.8,,,,,Dolomite,,,,,,,,,,Oman,Oman_DL,Khufai,62.2,-0.222877083,2.1,2.3,2.3,1.3,2.4,2.4,2.4,2.1,2.1,2.1,4.7,2.4,2.2,3,3,2.3,2.2,this study,No
1280,,KD,KDW,59,KDW_59,Khufai,pre,269.3,0,TS,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
779,,KD,KDS,259.6,KDS_259.6,Khufai,pre,269.6,0,,,,DL,3.17,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1274,,KD,KDS,260.1,KDS_260.1,Khufai,pre,270.1,0,,,,DL,0.63,-2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
780,,KD,KDS,260.6,KDS_260.6,Khufai,pre,270.6,0,,,,DL,2.51,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
232,,KD,KDS,261.4,KDS_261.4,Khufai,pre,271.4,0,,,,DL,1.62,-2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
155,,MD,MDE,221.9,MDE_221.9,Khufai,pre,271.5,0,,,,DL,5.39,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
974,,GSB,MQT,3876,MQT_3876,Khufai,pre,272,0,,dolostone,,DL,1.92,-5.87,,,,,,,,,,,,,,289,,10300,1190,38000,5400,230,7070,1600,202000,,22,0.5,18,1.1,13,14.6,,,,,,,,,0.158333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
781,,KD,KDS,262.1,KDS_262.1,Khufai,pre,272.1,0,,,,DL,2.76,-2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
782,,KD,KDS,262.6,KDS_262.6,Khufai,pre,272.6,0,,,,DL,3.21,-3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1275,,KD,KDS,263.1,KDS_263.1,Khufai,pre,273.1,0,,,,DL,3.84,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
807,26,KD,KDW2,63,KDW2_63.0_A,Khufai,pre,273.3,0,,,,DL,2.79,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.1,2.72,-3.421275019,0.5,2.4,2.3,4.8,4.7,4.7,4.7,0.5239,0.0296,0.0592,,0.0582,52,12.3,13.8,23.3,29.6,22.9,29.1,,,,,Dolomite,,,,,,,,,,Oman,Oman_DL,Khufai,55.8,-0.701275019,1.3,4.6,4.5,0.5,4.7,4.7,4.7,1.5,4,4.1,4,4.6,4.2,2.3,2.3,4.4,4.1,this study,No
154,,MD,MDE,223.8,"MDE_223.8									",Khufai,pre,273.4,0,,,1,DL,5.74,-3.06,,,,,,,,,-0.673232872,0.048403886,0.006018303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512225368,1018.484185,121.768458,0.29764842,0.23772438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
153,,MD,MDE,223.8,MDE_223.8,Khufai,pre,273.4,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
783,,KD,KDS,263.6,KDS_263.6,Khufai,pre,273.6,0,,,,DL,4.3,-3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1210,,KD,KDE,274,"KDE_274									",Khufai,pre,274,0,,,1,DL,4.45,-4.14,,,,,,,,,-0.552633069,-0.036652402,-0.027430664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152821385,1026.115464,711.5636993,0.033970983,4.656178845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
479,,KD,KDS,264.2,KDS_264.2,Khufai,pre,274.2,0,,,,DL,4.32,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
231,,KD,KDS,264.6,KDS_264.6,Khufai,pre,274.6,0,,,,DL,5.07,-3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1286,19,KD,KDW2,64.8,KDW2_64.8,Khufai,pre,275.1,1,,Mud.,,DL,2.35,-1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,66.1,2.35,-1.820762855,-0.5,1.2,1.2,2.3,2.4,2.3,2.4,0.5554,0.0148,0.0296,0.0439,0.0292,39,5.6,5.9,10.9,12.2,10.8,12,,,,,Dolomite,,,,,,,,,,Oman,Oman_DL,Khufai,42.1,0.529237145,0.5,2.2,2.3,-0.5,2.4,2.3,2.3,0.9,2,2.1,3.3,2.1,2.1,1.7,1.7,2,2.1,this study,No
784,,KD,KDS,265.1,KDS_265.1,Khufai,pre,275.1,0,,,,DL,4.08,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1281,,KD,KDW,64.8,"KDW_64.8									",Khufai,pre,275.1,0,,,1,DL,2.43,-1.85,,,,,,,,,-0.667245711,0.01097664,-0.009052125,-2.36052465,-1.2368846,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323772413,1023.980677,197.5460092,0.263931816,0.610138484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
152,,MD,MDE,226,MDE_226,Khufai,pre,275.6,0,,,,DL,3.71,-2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
975,,GSB,MQT,3872,MQT_3872,Khufai,pre,276,0,,dolostone,,DL,1.75,-5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
