Batch,20231030 clumped Oman 4 CH,Collected on,2023/11/03 17:09:36,Analysis Instrument,PS019,Acquisition Software,,Stable 1.71.5,Reanalyzed  on,2023/11/03 18:08:53,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
Dir   ,Name   ,File   ,Name   ,  ,  ,Started   ,Collected   ,Weight   ,Location   ,Sam Beam   ,Yield   ,Status   ,Pressure   ,  ,Chops   ,  ,  ,Operations   ,Ref Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Factor  ,End   ,%  ,  ,  ,Pressure   ,Mass   ,Length    ,Offset   ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion   ,Depletion   ,Temperature   ,Signal(44),Signal(44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Delta(45/44),Delta(46/44),Delta(47/44),Delta(48/44),Delta(49/44),wrt PDB,Err,,,wrt PDB,Err,,,47,48,49,

C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20808 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/03 17:09:36,442,1,2.5036e-07,5.664342E-10,CF,20.813,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0731e-08,1.5000e-07,8.8708e-08,8.8869e-08,8.8810e-08,8.8647e-08,0.96,2023/11/03 17:08:50,0.18,5006,8449,1.0000e-03,46.031,20,0.000,2.1894e-15,3.7165e-15,5.3054e-16,6.9267e-14,4.2787e-13,1.6907e-11,24.00,26.00,63.85,4.96719e-08,5.01243e-08,1.19135e-02,4.2136e-03,4.9074e-05,4.5005e-06,7.1719e-08,1.1862e-02,4.1649e-03,4.8304e-05,4.3973e-06,6.8487e-08,4.3561,11.6792,15.9353,23.4617,46.7240,1.3424,0.0008,0,60,5.7132,0.0025,0,60,-0.0974,-0.0323,18.3681,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20839 WS 7.7A.txt,WS 7.7A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 13:37:38,430,32,2.5035e-07,5.822051E-10,CF,18.951,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2105e-08,1.5000e-07,8.1966e-08,8.2083e-08,8.2012e-08,8.1872e-08,0.96,2023/11/05 13:36:53,0.17,5330,8448,1.0000e-03,46.028,20,0.000,2.2264e-15,3.5427e-15,6.3479e-16,7.5520e-14,4.4262e-13,1.8168e-11,24.00,26.00,63.69,4.67046e-08,4.70845e-08,1.17801e-02,4.1845e-03,4.8185e-05,4.4399e-06,6.6034e-08,1.1863e-02,4.1658e-03,4.8330e-05,4.4004e-06,6.5135e-08,-6.9664,4.4936,-2.9992,8.9672,13.4118,-10.4596,0.0028,0,60,-1.4129,0.0157,0,60,-0.2116,-0.0398,12.0085,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20840 WS 7.7B.txt,WS 7.7B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 14:58:30,439,33,2.4693e-07,5.624917E-10,CF,18.524,1.000e-03,1,1.0000e-03,6336, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1560e-08,1.5000e-07,7.8945e-08,7.9754e-08,7.9717e-08,7.9541e-08,0.96,2023/11/05 14:57:44,0.22,5370,8448,1.0000e-03,46.028,20,0.000,2.1810e-15,3.4745e-15,5.8365e-16,7.5393e-14,4.4237e-13,1.8151e-11,24.00,25.00,63.85,4.55185e-08,4.59318e-08,1.17801e-02,4.1859e-03,4.8199e-05,4.4436e-06,6.7268e-08,1.1863e-02,4.1658e-03,4.8333e-05,4.4019e-06,6.6429e-08,-6.9743,4.8216,-2.7730,9.4833,12.2265,-10.4793,0.0007,0,60,-1.0865,0.0018,0,60,-0.2979,-0.1814,10.1840,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20841 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 16:19:25,410,34,2.5034e-07,6.105895E-10,CF,20.325,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0532e-08,1.5000e-07,8.7979e-08,8.8153e-08,8.8076e-08,8.7885e-08,0.96,2023/11/05 16:18:39,0.22,4976,8448,1.0000e-03,46.028,20,0.000,2.2033e-15,3.4935e-15,5.5754e-16,7.6057e-14,4.4392e-13,1.8278e-11,24.00,26.00,63.85,4.93763e-08,4.98045e-08,1.17750e-02,4.1422e-03,4.7682e-05,4.3517e-06,6.5560e-08,1.1863e-02,4.1655e-03,4.8330e-05,4.4014e-06,6.5744e-08,-7.4156,-5.5940,-13.4077,-11.2956,-3.3713,-10.5877,0.0009,0,60,-11.4508,0.0016,0,60,-0.3066,-0.1404,15.6951,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20842 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 17:40:27,475,35,2.5037e-07,5.271E-10,CF,24.414,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9995e-08,1.5000e-07,1.0738e-07,1.0773e-07,1.0762e-07,1.0739e-07,0.96,2023/11/05 17:39:42,0.22,4322,8448,1.0000e-03,46.028,20,0.000,2.2484e-15,3.5466e-15,6.4945e-16,7.8179e-14,4.4861e-13,1.8684e-11,25.00,27.00,63.85,5.80527e-08,5.87463e-08,1.18043e-02,4.1830e-03,4.8269e-05,4.4376e-06,6.5068e-08,1.1863e-02,4.1653e-03,4.8324e-05,4.4006e-06,6.4707e-08,-4.9683,4.2286,-1.1400,8.3983,5.5874,-8.3238,0.0010,0,60,-1.6810,0.0021,0,60,-0.1608,-0.0761,2.5700,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20843 WS 7.7A.txt,WS 7.7A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 19:02:45,393,36,2.2098e-07,5.622797E-10,CF,15.045,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9212e-08,1.5000e-07,6.7639e-08,6.7844e-08,6.7808e-08,6.7375e-08,0.96,2023/11/05 19:01:59,0.64,5759,8448,1.0000e-03,46.026,20,0.000,2.2565e-15,3.4896e-15,6.2656e-16,7.4646e-14,4.4069e-13,1.8019e-11,23.00,25.00,63.85,3.96173e-08,3.99154e-08,1.17800e-02,4.1850e-03,4.8196e-05,4.4421e-06,6.5278e-08,1.1863e-02,4.1661e-03,4.8342e-05,4.4028e-06,6.4745e-08,-6.9646,4.5299,-3.0217,8.9278,8.0253,-10.4589,0.0008,0,60,-1.3768,0.0014,0,60,-0.2717,-0.1512,6.5554,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20844 BD1 15.5C.txt,BD1 15.5C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 20:24:34,950,37,2.5036e-07,2.635387E-10,CF,20.935,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8365e-08,1.5000e-07,8.9654e-08,8.9848e-08,8.9766e-08,8.9591e-08,0.96,2023/11/05 20:23:49,0.20,4727,8448,1.0000e-03,46.028,20,0.000,2.1932e-15,3.5010e-15,6.1369e-16,7.5662e-14,4.4328e-13,1.8235e-11,24.00,26.00,63.85,5.01513e-08,5.06242e-08,1.18981e-02,4.2049e-03,4.8913e-05,4.4833e-06,6.7352e-08,1.1863e-02,4.1658e-03,4.8332e-05,4.4009e-06,6.5835e-08,2.9477,9.3855,12.0268,18.6994,22.4305,-0.0774,0.0009,0,60,3.4337,0.0026,0,60,-0.2721,-0.1568,0.6761,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20845 MDS 200.txt,MDS 200,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 21:45:22,455,38,2.5036e-07,5.502448E-10,CF,19.623,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7774e-08,1.5000e-07,8.3330e-08,8.3416e-08,8.3350e-08,8.3152e-08,0.96,2023/11/05 21:44:37,0.24,4882,8448,1.0000e-03,46.028,20,0.000,2.2350e-15,3.5171e-15,5.9617e-16,7.5653e-14,4.4231e-13,1.8186e-11,24.00,25.00,63.85,4.72716e-08,4.77775e-08,1.18059e-02,4.1886e-03,4.8338e-05,4.4478e-06,6.5676e-08,1.1863e-02,4.1658e-03,4.8333e-05,4.4004e-06,6.4998e-08,-4.8041,5.4552,0.1057,10.7751,10.4848,-8.1915,0.0302,0,60,-0.4606,0.0327,0,60,-0.2858,-0.1634,4.8600,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20846 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 23:06:34,437,39,2.5036e-07,5.729078E-10,CF,20.904,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7228e-08,1.5000e-07,9.0060e-08,9.0236e-08,9.0190e-08,8.9981e-08,0.96,2023/11/05 23:05:49,0.23,4588,8448,1.0000e-03,46.026,20,0.000,2.2073e-15,3.5589e-15,5.8830e-16,7.5926e-14,4.4305e-13,1.8270e-11,24.00,26.00,63.85,5.04077e-08,5.07814e-08,1.17772e-02,4.1432e-03,4.7694e-05,4.3524e-06,6.4974e-08,1.1863e-02,4.1657e-03,4.8333e-05,4.3999e-06,6.5431e-08,-7.2380,-5.3913,-13.2376,-10.8011,-7.2701,-10.4057,0.0009,0,60,-11.2494,0.0019,0,60,-0.5192,-0.0481,11.1236,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20847 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 00:27:26,499,40,2.5034e-07,5.016905E-10,CF,20.386,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6545e-08,1.5000e-07,9.1728e-08,9.1878e-08,9.1781e-08,9.1593e-08,0.96,2023/11/06 00:26:41,0.20,4466,8448,1.0000e-03,46.026,20,0.000,2.2055e-15,3.4786e-15,5.7954e-16,7.6311e-14,4.4407e-13,1.8393e-11,24.00,26.00,63.85,5.11193e-08,5.15823e-08,1.19179e-02,4.2122e-03,4.9068e-05,4.4997e-06,6.6781e-08,1.1863e-02,4.1659e-03,4.8337e-05,4.4026e-06,6.5692e-08,4.5983,11.1046,15.1167,22.0614,16.2369,1.6200,0.0020,0,60,5.1409,0.0052,0,60,-0.5927,-0.2653,-10.4412,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20848 WS 7.7A.txt,WS 7.7A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 01:55:27,439,41,2.5032e-07,5.701968E-10,CF,18.707,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2933e-08,1.5000e-07,8.2811e-08,8.2940e-08,8.2849e-08,8.2701e-08,0.96,2023/11/06 01:54:42,0.18,5387,8448,1.0000e-03,46.026,20,0.000,2.1785e-15,3.4971e-15,5.5486e-16,7.5565e-14,4.4269e-13,1.8172e-11,24.00,26.00,63.85,4.68816e-08,4.72829e-08,1.17804e-02,4.1848e-03,4.8192e-05,4.4413e-06,6.6595e-08,1.1863e-02,4.1659e-03,4.8337e-05,4.4015e-06,6.5921e-08,-6.9671,4.5426,-3.0141,9.0528,9.7872,-10.4620,0.0010,0,60,-1.3641,0.0022,0,60,-0.2740,-0.0527,8.2923,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20849 WS 7.7B.txt,WS 7.7B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 03:16:33,488,42,2.5032e-07,5.129542E-10,CF,20.111,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2116e-08,1.5000e-07,9.0136e-08,9.0443e-08,9.0379e-08,9.0182e-08,0.96,2023/11/06 03:15:47,0.22,5033,8448,1.0000e-03,46.026,20,0.000,2.1982e-15,3.5273e-15,5.9259e-16,7.6422e-14,4.4416e-13,1.8380e-11,24.00,26.00,63.85,5.03154e-08,5.07746e-08,1.17805e-02,4.1860e-03,4.8201e-05,4.4432e-06,6.6080e-08,1.1863e-02,4.1658e-03,4.8335e-05,4.4013e-06,6.5371e-08,-6.9737,4.8296,-2.7867,9.5142,10.5403,-10.4790,0.0009,0,60,-1.0785,0.0018,0,60,-0.3201,-0.1668,8.4846,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20850 WS 2.6.txt,WS 2.6,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 04:37:59,494,43,2.5032e-07,5.067146E-10,CF,23.346,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1390e-08,1.5000e-07,1.0083e-07,1.0112e-07,1.0105e-07,1.0082e-07,0.96,2023/11/06 04:37:14,0.23,4620,8448,1.0000e-03,46.028,20,0.000,2.1957e-15,3.4761e-15,6.6143e-16,7.7604e-14,4.4741e-13,1.8594e-11,25.00,27.00,63.85,5.51979e-08,5.57171e-08,1.17774e-02,4.1851e-03,4.8170e-05,4.4410e-06,6.6028e-08,1.1863e-02,4.1656e-03,4.8325e-05,4.4005e-06,6.5248e-08,-7.2357,4.6850,-3.1964,9.1934,12.0488,-10.7528,0.0008,0,60,-1.2218,0.0019,0,60,-0.3174,-0.1968,10.5596,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20851 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 05:58:29,449,44,2.5037e-07,5.576128E-10,CF,21.576,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0597e-08,1.5000e-07,9.6577e-08,9.6825e-08,9.6740e-08,9.6547e-08,0.96,2023/11/06 05:57:43,0.20,4687,8444,1.0000e-03,46.028,20,0.000,2.1663e-15,3.5221e-15,6.2031e-16,7.7539e-14,4.4807e-13,1.8574e-11,25.00,26.00,63.85,5.32623e-08,5.37916e-08,1.19147e-02,4.2144e-03,4.9093e-05,4.5015e-06,6.7347e-08,1.1863e-02,4.1657e-03,4.8327e-05,4.3989e-06,6.5800e-08,4.3480,11.6757,15.8460,23.3016,23.2854,1.3340,0.0010,0,60,5.7098,0.0025,0,60,-0.1737,-0.1819,-4.4203,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20852 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 07:19:40,420,45,2.5038e-07,5.961439E-10,CF,19.897,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9825e-08,1.5000e-07,8.5492e-08,8.5677e-08,8.5605e-08,8.5426e-08,0.96,2023/11/06 07:18:54,0.21,4993,8444,1.0000e-03,46.026,20,0.000,2.2055e-15,3.5057e-15,6.9290e-16,7.6150e-14,4.4527e-13,1.8393e-11,24.00,26.00,63.85,4.81338e-08,4.85669e-08,1.17751e-02,4.1425e-03,4.7685e-05,4.3521e-06,6.4979e-08,1.1863e-02,4.1658e-03,4.8333e-05,4.4011e-06,6.5288e-08,-7.4122,-5.5977,-13.4011,-11.1227,-4.8504,-10.5840,0.0010,0,60,-11.4544,0.0017,0,60,-0.2998,0.0419,14.1915,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20853 MDS 200.txt,MDS 200,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 08:41:32,402,46,2.2881e-07,5.691695E-10,CF,16.174,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9013e-08,1.5000e-07,6.9649e-08,7.0263e-08,7.0210e-08,6.9816e-08,0.96,2023/11/06 08:40:46,0.56,5622,8449,1.0000e-03,46.026,20,0.000,2.1354e-15,3.4847e-15,5.8240e-16,7.4226e-14,4.3917e-13,1.7925e-11,23.00,25.00,63.85,4.07930e-08,4.11395e-08,1.18056e-02,4.1892e-03,4.8349e-05,4.4481e-06,6.7612e-08,1.1863e-02,4.1663e-03,4.8342e-05,4.4005e-06,6.6896e-08,-4.8236,5.5009,0.1423,10.8014,10.0568,-8.2138,0.0008,0,60,-0.4151,0.0019,0,60,-0.2737,-0.2281,4.3656,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20854 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 10:02:28,478,47,2.5035e-07,5.23746E-10,CF,23.773,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8335e-08,1.5000e-07,1.0618e-07,1.0630e-07,1.0618e-07,1.0598e-07,0.96,2023/11/06 10:01:42,0.19,4243,8448,1.0000e-03,46.026,20,0.000,2.1924e-15,3.4729e-15,6.4677e-16,7.7162e-14,4.4648e-13,1.8520e-11,25.00,27.00,63.85,5.74528e-08,5.80749e-08,1.18044e-02,4.1832e-03,4.8276e-05,4.4393e-06,6.5072e-08,1.1863e-02,4.1656e-03,4.8331e-05,4.4026e-06,6.5014e-08,-4.9766,4.2270,-1.1557,8.3265,0.9748,-8.3326,0.0010,0,60,-1.6826,0.0017,0,60,-0.1663,-0.1441,-2.0168,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20855 WS 2.6.txt,WS 2.6,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 11:23:51,441,48,2.5035e-07,5.676809E-10,CF,20.203,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7724e-08,1.5000e-07,8.7267e-08,8.7449e-08,8.7361e-08,8.7211e-08,0.96,2023/11/06 11:23:05,0.17,4725,8448,1.0000e-03,46.026,20,0.000,2.2590e-15,3.4826e-15,6.1941e-16,7.6287e-14,4.4358e-13,1.8303e-11,24.00,26.00,63.85,4.90694e-08,4.94632e-08,1.17774e-02,4.1852e-03,4.8180e-05,4.4431e-06,6.4787e-08,1.1863e-02,4.1658e-03,4.8336e-05,4.4025e-06,6.3952e-08,-7.2283,4.6558,-3.2128,9.2208,12.7936,-10.7438,0.0009,0,60,-1.2509,0.0022,0,60,-0.3130,-0.1114,11.3531,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20856 IAEA-C1.txt,IAEA-C1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 12:45:11,408,49,2.5039e-07,6.137039E-10,CF,20.355,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6881e-08,1.5000e-07,8.5214e-08,8.5353e-08,8.5314e-08,8.5101e-08,0.96,2023/11/06 12:44:25,0.25,4734,8448,1.0000e-03,46.026,20,0.000,2.1245e-15,3.5418e-15,6.3461e-16,7.5756e-14,4.4314e-13,1.8208e-11,24.00,26.00,63.85,4.80373e-08,4.84667e-08,1.19226e-02,4.2121e-03,4.9094e-05,4.4982e-06,6.8215e-08,1.1863e-02,4.1660e-03,4.8339e-05,4.4016e-06,6.6992e-08,5.0028,11.0459,15.6105,21.9577,18.3933,2.0525,0.0009,0,60,5.0816,0.0026,0,60,-0.4641,-0.2506,-8.6526,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20857 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/06 14:06:03,469,50,2.5035e-07,5.33788E-10,CF,23.773,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6205e-08,1.5000e-07,1.0527e-07,1.0498e-07,1.0490e-07,1.0465e-07,0.96,2023/11/06 14:05:17,0.24,4094,8448,1.0000e-03,46.028,20,0.000,2.1966e-15,3.4847e-15,6.0493e-16,7.7747e-14,4.4789e-13,1.8601e-11,25.00,27.00,63.85,5.68076e-08,5.74475e-08,1.19182e-02,4.2121e-03,4.9066e-05,4.4991e-06,6.6596e-08,1.1863e-02,4.1657e-03,4.8332e-05,4.4016e-06,6.5145e-08,4.6104,11.1377,15.1887,22.1296,22.1078,1.6318,0.0009,0,60,5.1738,0.0028,0,60,-0.5664,-0.2639,-4.8012,
