Batch,20231030 clumped Oman 4 CH,Collected on,2023/11/03 17:09:36,Analysis Instrument,PS019,Acquisition Software,Stable 1.71.5,Reanalyzed  on,2023/11/03 18:08:53,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5


Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Num,CO,Cycle,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Water,Water,Ave, StdDev, Min, Max, Started, Stopped, Num,Ref Major,Std,Rejected,Num,Sam Major,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,
Dir  ,Name  ,File  ,Name  , , ,Started  ,Collected  ,Weight  ,Location  ,Sam Beam  ,Yield  ,Status  ,Pressure  , ,Chops  , , ,Operations  ,Ref Beam  ,Ref Beam  ,Sam Beam  ,Ref Beam  ,Sam Beam  ,Ref Beam  ,Factor ,End  ,% , , ,Pressure  ,Mass  ,CO Cycles   ,Delay Time  ,Length  ,Length   ,Offset  ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion  ,Depletion  ,Temperature  ,Trap Temperature Hot ,Trap Temperature Cold ,Temp, , ,,,,,Signal(44),Dev,,,Signal(44),Dev,,,Ratio(45/44),Dev,,,Ratio(46/44),Dev,,,Ratio(47/44),Dev,,,Ratio(48/44),Dev,,,Ratio(49/44),Dev,,,Ratio(45/44),Dev,,,Ratio(46/44),Dev,,,Ratio(47/44),Dev,,,Ratio(48/44),Dev,,,Ratio(49/44),Dev,,,Delta(45/44),Err,,,Delta(46/44),Err,,,Delta(47/44),Err,,,Delta(48/44),Err,,,Delta(49/44),Err,,,wrt PDB,Err,,,wrt PDB,Err,,,47,Err,,,48,Err,,,49,Err,,,

C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20808 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/03 17:09:36,442,1,2.5036e-07,5.664342E-10,CF,20.813,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0731e-08,1.5000e-07,8.8708e-08,8.8869e-08,8.8810e-08,8.8647e-08,0.96,2023/11/03 17:08:50,0.18,5006,8449,1.0000e-03,46.031,20,8,20,20,0.000,2.1894e-15,3.7165e-15,5.3054e-16,6.9267e-14,4.2787e-13,1.6907e-11,24.00,26.00,63.85,-1.95e02,-1.61e02,63.85,0.00,63.85,63.85,2023/11/03 16:12:45,2023/11/03 17:09:16,113,4.96719e-08,0.000,0,63,5.01243e-08,1.94594e-09,0,60,1.19135e-02,3.57727e-08,0,60,4.2136e-03,9.2182e-08,0,60,4.9074e-05,9.0578e-10,0,60,4.5005e-06,4.0095e-10,0,60,7.1719e-08,9.8314e-11,0,60,1.1862e-02,4.4329e-08,0,63,4.1649e-03,9.9053e-08,0,63,4.8304e-05,1.0694e-09,0,63,4.3973e-06,3.9571e-10,0,63,6.8487e-08,1.2291e-10,0,63,4.3561,0.0008,0,60,11.6792,0.0025,0,60,15.9353,0.0102,0,60,23.4617,0.0416,0,60,46.7240,1.4993,0,60,1.3424,0.0008,0,60,5.7132,0.0025,0,60,-0.0974,0.0089,0,60,-0.0323,0.0416,0,60,18.3681,1.4583,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20832 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 03:18:23,489,25,2.5032e-07,5.119006E-10,CF,26.825,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7540e-08,1.5000e-07,1.1914e-07,1.1873e-07,1.1865e-07,1.1838e-07,0.96,2023/11/05 03:17:37,0.23,3930,8446,1.0000e-03,46.031,20,8,20,20,0.000,2.2264e-15,3.9123e-15,5.6702e-16,7.5753e-14,4.4290e-13,1.8224e-11,26.00,27.00,63.85,-1.95e02,-1.60e02,63.85,0.00,63.85,63.85,2023/11/05 02:20:57,2023/11/05 03:18:03,115,6.26695e-08,0.000,0,63,6.33715e-08,2.70117e-09,0,60,1.17751e-02,6.66505e-08,0,60,4.1415e-03,7.4500e-08,0,60,4.7664e-05,8.5461e-10,0,60,4.3435e-06,5.7649e-10,0,60,6.4883e-08,1.3698e-10,0,60,1.1863e-02,6.8434e-08,0,63,4.1650e-03,7.3629e-08,0,63,4.8315e-05,7.5334e-10,0,63,4.3933e-06,5.5545e-10,0,63,6.5549e-08,1.2280e-10,0,63,-7.4225,0.0010,0,60,-5.6375,0.0018,0,60,-13.4754,0.0090,0,60,-11.3176,0.0409,0,60,-10.4927,1.3293,0,60,-10.5935,0.0010,0,60,-11.4940,0.0018,0,60,-0.3251,0.0087,0,60,-0.0753,0.0408,0,60,8.5316,1.3546,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20833 WS 2.6.txt,WS 2.6,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 04:39:39,456,26,2.5035e-07,5.490199E-10,CF,21.027,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7306e-08,1.5000e-07,9.1741e-08,9.2033e-08,9.1934e-08,9.1763e-08,0.96,2023/11/05 04:38:54,0.19,4540,8446,1.0000e-03,46.028,20,8,20,20,0.000,2.2473e-15,3.5378e-15,5.6112e-16,7.6600e-14,4.4594e-13,1.8427e-11,24.00,26.00,63.85,-1.95e02,3.02e01,63.85,0.00,63.85,63.85,2023/11/05 03:42:03,2023/11/05 04:21:42,79,5.11939e-08,0.000,0,63,5.17419e-08,2.03506e-09,0,60,1.17771e-02,5.32611e-08,0,60,4.1849e-03,6.8661e-08,0,60,4.8176e-05,1.1523e-09,0,60,4.4426e-06,1.7873e-10,0,60,6.5790e-08,1.3066e-10,0,60,1.1863e-02,5.4752e-08,0,63,4.1655e-03,7.4740e-08,0,63,4.8332e-05,1.1140e-09,0,63,4.4022e-06,1.6887e-10,0,63,6.5502e-08,1.1304e-10,0,63,-7.2354,0.0011,0,60,4.6584,0.0027,0,60,-3.2220,0.0100,0,60,9.1661,0.0344,0,60,4.0143,2.0149,0,60,-10.7515,0.0012,0,60,-1.2483,0.0027,0,60,-0.3173,0.0098,0,60,-0.1709,0.0336,0,60,2.5888,2.0120,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20834 BD1 15.5C.txt,BD1 15.5C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 06:43:15,735,27,1.9412e-07,2.641151E-10,CF,13.733,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6062e-08,1.5000e-07,5.9972e-08,6.0236e-08,6.0544e-08,6.0091e-08,0.96,2023/11/05 06:42:29,0.75,5892,8444,1.0000e-03,46.028,20,8,20,20,0.000,2.1366e-15,3.4617e-15,4.4328e-16,6.9823e-14,4.2758e-13,1.6947e-11,23.00,24.00,63.34,-1.95e02,-1.70e02,63.34,0.00,63.34,63.34,2023/11/05 05:45:48,2023/11/05 06:42:55,114,3.61402e-08,0.000,0,63,3.63892e-08,1.26335e-09,0,60,1.18969e-02,5.43721e-08,0,60,4.2057e-03,6.8394e-08,0,60,4.8929e-05,1.6191e-09,0,60,4.4844e-06,1.8545e-10,0,60,7.0641e-08,1.5426e-10,0,60,1.1862e-02,5.0673e-08,0,63,4.1663e-03,7.2268e-08,0,63,4.8343e-05,1.6161e-09,0,63,4.4010e-06,1.7994e-10,0,63,6.8582e-08,1.5114e-10,0,63,2.9007,0.0007,0,60,9.4594,0.0019,0,60,12.1075,0.0107,0,60,18.9479,0.0491,0,60,29.9235,2.0888,0,60,-0.1299,0.0007,0,60,3.5073,0.0019,0,60,-0.2162,0.0108,0,60,-0.0592,0.0488,0,60,7.9147,2.0441,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20835 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 08:04:56,498,28,2.5034e-07,5.026835E-10,CF,24.719,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5747e-08,1.5000e-07,1.0966e-07,1.0888e-07,1.0884e-07,1.0853e-07,0.96,2023/11/05 08:04:11,0.28,3974,8446,1.0000e-03,46.031,20,8,20,20,0.000,2.2178e-15,3.5409e-15,5.9116e-16,7.6783e-14,4.4559e-13,1.8452e-11,25.00,27.00,63.34,-1.95e02,-1.67e02,63.34,0.00,63.34,63.34,2023/11/05 07:07:15,2023/11/05 07:46:34,79,5.84306e-08,0.000,0,63,5.91672e-08,2.44840e-09,0,60,1.19146e-02,7.02475e-08,0,60,4.2139e-03,6.5022e-08,0,60,4.9084e-05,8.2944e-10,0,60,4.5015e-06,2.1991e-10,0,60,6.7149e-08,1.4249e-10,0,60,1.1863e-02,6.4793e-08,0,63,4.1652e-03,7.2734e-08,0,63,4.8318e-05,8.3752e-10,0,63,4.3988e-06,2.1234e-10,0,63,6.5546e-08,1.1043e-10,0,63,4.3458,0.0009,0,60,11.6688,0.0026,0,60,15.8427,0.0090,0,60,23.3432,0.0414,0,60,24.0315,1.5308,0,60,1.3318,0.0008,0,60,5.7029,0.0026,0,60,-0.1679,0.0089,0,60,-0.1276,0.0401,0,60,-3.6784,1.4911,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20836 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 09:26:29,451,29,2.5037e-07,5.551529E-10,CF,23.529,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5246e-08,1.5000e-07,1.0094e-07,1.0056e-07,1.0047e-07,1.0025e-07,0.96,2023/11/05 09:25:44,0.22,4112,8444,1.0000e-03,46.031,20,8,20,20,0.000,2.2468e-15,3.5623e-15,6.3515e-16,7.7115e-14,4.4716e-13,1.8557e-11,25.00,27.00,63.34,-1.95e02,-1.71e02,63.34,0.00,63.34,63.34,2023/11/05 08:28:56,2023/11/05 09:08:16,78,5.48344e-08,0.000,0,63,5.53701e-08,2.24032e-09,0,60,1.17750e-02,5.88812e-08,0,60,4.1419e-03,7.1181e-08,0,60,4.7669e-05,9.1273e-10,0,60,4.3484e-06,2.1091e-10,0,60,6.4335e-08,1.0249e-10,0,60,1.1863e-02,6.2752e-08,0,63,4.1652e-03,6.9547e-08,0,63,4.8317e-05,8.1888e-10,0,63,4.3980e-06,2.3762e-10,0,63,6.4883e-08,9.9512e-11,0,63,-7.4095,0.0009,0,60,-5.5979,0.0014,0,60,-13.4154,0.0097,0,60,-11.2845,0.0391,0,60,-9.0019,1.5309,0,60,-10.5810,0.0010,0,60,-11.4546,0.0014,0,60,-0.3170,0.0095,0,60,-0.1214,0.0394,0,60,9.9580,1.5603,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20837 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 10:47:59,447,30,2.5037e-07,5.601202E-10,CF,21.728,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.4311e-08,1.5000e-07,9.6101e-08,9.5564e-08,9.6445e-08,9.5316e-08,0.96,2023/11/05 10:47:13,1.18,4183,8450,1.0000e-03,46.028,20,8,20,20,0.000,2.2207e-15,3.5917e-15,5.6148e-16,7.6431e-14,4.4398e-13,1.8337e-11,25.00,26.00,63.34,-1.95e02,-1.59e02,63.34,0.00,63.34,63.34,2023/11/05 09:50:24,2023/11/05 10:29:47,79,5.25694e-08,0.000,0,63,5.37461e-08,2.14408e-09,0,60,1.18039e-02,5.85339e-08,0,60,4.1831e-03,6.4475e-08,0,60,4.8274e-05,1.0043e-09,0,60,4.4372e-06,2.2463e-10,0,60,6.6092e-08,1.3312e-10,0,60,1.1863e-02,5.8436e-08,0,63,4.1655e-03,7.0543e-08,0,63,4.8330e-05,9.6221e-10,0,63,4.4003e-06,2.2315e-10,0,63,6.5534e-08,1.1200e-10,0,63,-4.9780,0.0009,0,60,4.2221,0.0022,0,60,-1.1505,0.0094,0,60,8.3919,0.0320,0,60,8.2653,1.7627,0,60,-8.3339,0.0009,0,60,-1.6874,0.0022,0,60,-0.1550,0.0096,0,60,-0.0697,0.0322,0,60,5.2630,1.7590,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20838 MD6-S.txt,MD6-S,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 12:16:16,734,31,2.4694e-07,3.364246E-10,CF,18.341,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2825e-08,1.5000e-07,7.8872e-08,7.9015e-08,7.8966e-08,7.8818e-08,0.96,2023/11/05 12:15:30,0.19,5538,8449,1.0000e-03,46.028,20,8,20,20,0.000,2.1799e-15,3.5341e-15,6.1441e-16,7.5561e-14,4.4190e-13,1.8133e-11,24.00,25.00,63.34,-1.95e02,-1.65e02,63.34,0.00,63.34,63.34,2023/11/05 11:12:31,2023/11/05 11:51:16,77,4.52195e-08,0.000,0,63,4.56178e-08,1.71563e-09,0,60,1.17505e-02,4.82486e-08,0,60,4.1848e-03,7.4455e-08,0,60,4.8063e-05,1.2878e-09,0,60,4.4402e-06,2.4605e-10,0,60,6.7098e-08,1.4093e-10,0,60,1.1863e-02,5.1853e-08,0,63,4.1657e-03,7.6756e-08,0,63,4.8330e-05,1.2261e-09,0,63,4.4003e-06,1.9619e-10,0,63,6.6318e-08,1.2223e-10,0,63,-9.4493,0.0010,0,60,4.5869,0.0020,0,60,-5.5224,0.0098,0,60,9.0664,0.0399,0,60,11.7629,1.8861,0,60,-13.1052,0.0010,0,60,-1.3146,0.0020,0,60,-0.2567,0.0096,0,60,-0.1273,0.0393,0,60,12.8705,1.8885,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20839 WS 7.7A.txt,WS 7.7A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 13:37:38,430,32,2.5035e-07,5.822051E-10,CF,18.951,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.2105e-08,1.5000e-07,8.1966e-08,8.2083e-08,8.2012e-08,8.1872e-08,0.96,2023/11/05 13:36:53,0.17,5330,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2264e-15,3.5427e-15,6.3479e-16,7.5520e-14,4.4262e-13,1.8168e-11,24.00,26.00,63.69,-1.95e02,-1.70e02,63.69,0.24,63.34,63.85,2023/11/05 12:40:14,2023/11/05 13:19:36,80,4.67046e-08,0.000,0,63,4.70845e-08,1.79290e-09,0,60,1.17801e-02,6.26728e-08,0,60,4.1845e-03,6.8564e-08,0,60,4.8185e-05,1.6844e-09,0,60,4.4399e-06,2.7092e-10,0,60,6.6034e-08,1.2282e-10,0,60,1.1863e-02,6.1225e-08,0,63,4.1658e-03,1.0972e-07,0,63,4.8330e-05,1.6203e-09,0,63,4.4004e-06,2.9687e-10,0,63,6.5135e-08,1.0648e-10,0,63,-6.9664,0.0028,0,60,4.4936,0.0158,0,60,-2.9992,0.0348,0,60,8.9672,0.0519,0,60,13.4118,2.0213,0,60,-10.4596,0.0028,0,60,-1.4129,0.0157,0,60,-0.2116,0.0375,0,60,-0.0398,0.0643,0,60,12.0085,2.0221,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20840 WS 7.7B.txt,WS 7.7B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 14:58:30,439,33,2.4693e-07,5.624917E-10,CF,18.524,1.000e-03,1,1.0000e-03,6336, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1560e-08,1.5000e-07,7.8945e-08,7.9754e-08,7.9717e-08,7.9541e-08,0.96,2023/11/05 14:57:44,0.22,5370,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.1810e-15,3.4745e-15,5.8365e-16,7.5393e-14,4.4237e-13,1.8151e-11,24.00,25.00,63.85,-1.95e02,-1.70e02,63.85,0.00,63.85,63.85,2023/11/05 14:01:49,2023/11/05 14:40:58,78,4.55185e-08,0.000,0,63,4.59318e-08,1.72922e-09,0,60,1.17801e-02,5.91328e-08,0,60,4.1859e-03,6.8403e-08,0,60,4.8199e-05,1.1749e-09,0,60,4.4436e-06,1.9349e-10,0,60,6.7268e-08,1.2590e-10,0,60,1.1863e-02,5.9340e-08,0,63,4.1658e-03,7.1265e-08,0,63,4.8333e-05,1.0583e-09,0,63,4.4019e-06,1.7015e-10,0,63,6.6429e-08,1.2957e-10,0,63,-6.9743,0.0007,0,60,4.8216,0.0018,0,60,-2.7730,0.0105,0,60,9.4833,0.0452,0,60,12.2265,1.7076,0,60,-10.4793,0.0007,0,60,-1.0865,0.0018,0,60,-0.2979,0.0108,0,60,-0.1814,0.0442,0,60,10.1840,1.7045,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20841 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 16:19:25,410,34,2.5034e-07,6.105895E-10,CF,20.325,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0532e-08,1.5000e-07,8.7979e-08,8.8153e-08,8.8076e-08,8.7885e-08,0.96,2023/11/05 16:18:39,0.22,4976,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2033e-15,3.4935e-15,5.5754e-16,7.6057e-14,4.4392e-13,1.8278e-11,24.00,26.00,63.85,-1.95e02,-1.66e02,63.85,0.00,63.85,63.85,2023/11/05 15:23:09,2023/11/05 16:01:49,77,4.93763e-08,0.000,0,63,4.98045e-08,1.93477e-09,0,60,1.17750e-02,5.87059e-08,0,60,4.1422e-03,7.2750e-08,0,60,4.7682e-05,1.0510e-09,0,60,4.3517e-06,2.1998e-10,0,60,6.5560e-08,1.2923e-10,0,60,1.1863e-02,6.2642e-08,0,63,4.1655e-03,6.8214e-08,0,63,4.8330e-05,1.0079e-09,0,63,4.4014e-06,2.3251e-10,0,63,6.5744e-08,1.0715e-10,0,63,-7.4156,0.0009,0,60,-5.5940,0.0016,0,60,-13.4077,0.0101,0,60,-11.2956,0.0435,0,60,-3.3713,1.6997,0,60,-10.5877,0.0009,0,60,-11.4508,0.0016,0,60,-0.3066,0.0103,0,60,-0.1404,0.0442,0,60,15.6951,1.7319,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20842 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 17:40:27,475,35,2.5037e-07,5.271E-10,CF,24.414,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9995e-08,1.5000e-07,1.0738e-07,1.0773e-07,1.0762e-07,1.0739e-07,0.96,2023/11/05 17:39:42,0.22,4322,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.2484e-15,3.5466e-15,6.4945e-16,7.8179e-14,4.4861e-13,1.8684e-11,25.00,27.00,63.85,-1.95e02,-1.64e02,63.85,0.00,63.85,63.85,2023/11/05 16:43:37,2023/11/05 17:22:44,78,5.80527e-08,0.000,0,63,5.87463e-08,2.42726e-09,0,60,1.18043e-02,6.36206e-08,0,60,4.1830e-03,6.5688e-08,0,60,4.8269e-05,9.1155e-10,0,60,4.4376e-06,2.0944e-10,0,60,6.5068e-08,1.1388e-10,0,60,1.1863e-02,6.4378e-08,0,63,4.1653e-03,7.1002e-08,0,63,4.8324e-05,9.0658e-10,0,63,4.4006e-06,1.8128e-10,0,63,6.4707e-08,1.0017e-10,0,63,-4.9683,0.0009,0,60,4.2286,0.0021,0,60,-1.1400,0.0087,0,60,8.3983,0.0361,0,60,5.5874,1.6139,0,60,-8.3238,0.0010,0,60,-1.6810,0.0021,0,60,-0.1608,0.0089,0,60,-0.0761,0.0363,0,60,2.5700,1.6093,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20843 WS 7.7A.txt,WS 7.7A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 19:02:45,393,36,2.2098e-07,5.622797E-10,CF,15.045,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9212e-08,1.5000e-07,6.7639e-08,6.7844e-08,6.7808e-08,6.7375e-08,0.96,2023/11/05 19:01:59,0.64,5759,8448,1.0000e-03,46.026,20,8,20,20,0.000,2.2565e-15,3.4896e-15,6.2656e-16,7.4646e-14,4.4069e-13,1.8019e-11,23.00,25.00,63.85,-1.95e02,-1.71e02,63.85,0.00,63.85,63.85,2023/11/05 18:04:46,2023/11/05 18:43:46,78,3.96173e-08,0.000,0,63,3.99154e-08,1.43274e-09,0,60,1.17800e-02,5.25945e-08,0,60,4.1850e-03,7.1721e-08,0,60,4.8196e-05,1.5080e-09,0,60,4.4421e-06,1.6422e-10,0,60,6.5278e-08,1.2275e-10,0,60,1.1863e-02,5.3210e-08,0,63,4.1661e-03,7.4116e-08,0,63,4.8342e-05,1.4634e-09,0,63,4.4028e-06,2.2007e-10,0,63,6.4745e-08,1.1583e-10,0,63,-6.9646,0.0007,0,60,4.5299,0.0014,0,60,-3.0217,0.0112,0,60,8.9278,0.0497,0,60,8.0253,2.0631,0,60,-10.4589,0.0008,0,60,-1.3768,0.0014,0,60,-0.2717,0.0112,0,60,-0.1512,0.0495,0,60,6.5554,2.0601,0,60,
C:\Nu Stable\Results\2023\20231030 clumped Oman 4 CH,20231030 clumped Oman 4 CH,Data_20844 BD1 15.5C.txt,BD1 15.5C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/11/03 17:09:36,2023/11/05 20:24:34,950,37,2.5036e-07,2.635387E-10,CF,20.935,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8365e-08,1.5000e-07,8.9654e-08,8.9848e-08,8.9766e-08,8.9591e-08,0.96,2023/11/05 20:23:49,0.20,4727,8448,1.0000e-03,46.028,20,8,20,20,0.000,2.1932e-15,3.5010e-15,6.1369e-16,7.5662e-14,4.4328e-13,1.8235e-11,24.00,26.00,63.85,-1.95e02,-1.71e02,63.85,0.00,63.85,63.85,2023/11/05 19:26:37,2023/11/05 20:06:05,79,5.01513e-08,0.000,0,63,5.06242e-08,1.97869e-09,0,60,1.18981e-02,7.00500e-08,0,60,4.2049e-03,6.1965e-08,0,60,4.8913e-05,8.9111e-10,0,60,4.4833e-06,2.0322e-10,0,60,6.7352e-08,1.4768e-10,0,60,1.1863e-02,6.5582e-08,0,63,4.1658e-03,6.8873e-08,0,63,4.8332e-05,8.5249e-10,0,63,4.4009e-06,2.0529e-10,0,63,6.5835e-08,1.3510e-10,0,63,2.9477,0.0009,0,60,9.3855,0.0026,0,60,12.0268,0.0079,0,60,18.6994,0.0411,0,60,22.4305,1.2904,0,60,-0.0774,0.0009,0,60,3.4337,0.0026,0,60,-0.2721,0.0081,0,60,-0.1568,0.0409,0,60,0.6761,1.2637,0,60,
